Entity,Year,Oil Consumption - TWh,Gas Consumption - TWh,Coal Consumption - TWh,Hydro Generation - TWh,Solar Generation - TWh,Wind Generation - TWh,Nuclear Generation - TWh,Geo Biomass Other - TWh
Africa,1965,327.3331644,9.543754167,323.4961383,13.90563517,0,0,0,0
Africa,1966,358.1326739,10.66991611,323.1221933,15.51000414,0,0,0,0
Africa,1967,355.2814586,10.54566972,330.2915847,16.19063636,0,0,0,0
Africa,1968,374.8521306,10.68896972,343.5129108,18.93834056,0,0,0,0
Africa,1969,379.9730861,12.49199972,346.6429217,22.10088962,0,0,0,0
Africa,1970,419.8099003,15.520325,360.7568994,27.63042982,0,0,0,0
Africa,1971,474.4581836,18.40526361,383.0123186,26.0133909,0,0,0,0.164
Africa,1972,514.2536772,24.67065694,384.2108033,29.63319642,0,0,0,0.165
Africa,1973,553.1083622,39.55179139,408.9103533,31.34570755,0,0,0,0.17
Africa,1974,572.2501369,44.5184875,425.6462261,35.66707429,0,0,0,0.175
Africa,1975,598.79114,53.6383775,451.0805036,37.71796997,0,0,0,0.172
Africa,1976,664.2742522,60.98139,481.0741561,41.79763324,0,0,0,0.185
Africa,1977,703.3731814,68.23419083,491.698455,45.92876812,0,0,0,0.189
Africa,1978,740.6251911,97.36989778,477.8155828,46.30693874,0,0,0,0.195
Africa,1979,789.8455275,148.8428158,507.2469964,49.56523298,0,0,0,0.201
Africa,1980,835.2707033,186.9139772,543.5570594,48.31178436,0,0,0,0.207
Africa,1981,887.8791961,228.4911561,635.7987833,50.19290606,0,0,0,0.218
Africa,1982,932.2492286,246.7335486,701.1758825,50.20623713,0,0,0,0.236
Africa,1983,963.1884742,271.2753469,713.2460472,45.24716006,0,0,0,0.23
Africa,1984,985.0113428,259.9027806,762.8978717,44.48997332,0,0,3.925,0.234
Africa,1985,1007.608725,278.8427469,787.1658894,49.44968505,0,0,5.315,0.269
Africa,1986,992.4227592,313.2712025,805.3560964,51.1453733,0,0,8.803,0.659
Africa,1987,1047.210547,323.3843572,828.3197322,49.05646031,0,0,6.167,0.658
Africa,1988,1090.467235,358.4445406,890.1608047,53.59345636,0,0,10.493,0.626
Africa,1989,1130.031143,371.4710411,835.6208619,56.27621477,0,0,11.099,0.617
Africa,1990,1145.123741,398.6453844,877.8098614,57.25465912,0,0,8.449,0.808
Africa,1991,1148.661007,401.6355931,853.1945686,60.65148841,0,0,9.144,0.824
Africa,1992,1171.737778,421.2702575,858.3007481,57.86029168,0,0,9.288000285,0.85425
Africa,1993,1181.508105,412.6439775,871.6152064,56.68250727,0,0.002,7.255000053,0.9397
Africa,1994,1221.541966,431.8279522,894.1687308,57.59604857,0,0.0054,9.696999854,0.837
Africa,1995,1264.970824,461.2434978,921.80284,59.76887687,0,0.0063,11.30099943,1.0207
Africa,1996,1296.483155,484.1917481,934.5518386,62.31645867,0,0.0071,11.77500009,1.260093088
Africa,1997,1331.656758,474.4755361,958.3213992,63.85249756,0,0.0072,12.64699988,1.388640408
Africa,1998,1363.769156,499.3369944,936.3072786,66.65488788,0,0.0076,13.60099945,1.714549286
Africa,1999,1414.156084,504.0196075,965.48062,70.68426132,0,0.0198,12.83699988,1.696124799
Africa,2000,1421.515377,556.8223564,963.273915,75.24581662,0.011941,0.1755,13.01000009,2.269063158
Africa,2001,1434.980824,634.6361539,975.5876619,80.86411472,0.01496,0.41558,10.71899964,2.335352632
Africa,2002,1467.21587,670.6053761,934.1009275,85.18146813,0.01787101,0.443584,11.99099944,2.2864
Africa,2003,1507.737655,711.5067125,1016.712642,82.87260146,0.02132901,0.535599,12.66299922,2.6224
Africa,2004,1557.324283,783.0682181,1118.289999,87.40546926,0.02576101,0.768280505,13.36512271,2.978849535
Africa,2005,1650.403414,807.7815881,1038.031248,89.06573418,0.03067601,0.780382111,11.29265416,3.009669408
Africa,2006,1658.473247,843.9347886,1052.766009,92.24435301,0.03895701,0.852565606,10.02599942,3.770404784
Africa,2007,1717.399027,900.5199158,1070.183713,95.34056181,0.051533293,1.016223364,11.31699987,3.142048288
Africa,2008,1805.798055,935.6593228,1179.48391,97.15720925,0.073232202,1.311778131,13.00399966,3.267395686
Africa,2009,1876.058328,941.3703819,1174.427544,99.7611369,0.096152927,1.589230939,12.80599944,3.56272219
Africa,2010,1966.073788,981.2584944,1162.992136,107.4268326,0.21252075,2.284582434,13.52699988,3.825406558
Africa,2011,1911.735672,1061.085589,1145.84492,110.444821,0.601454301,2.386503939,12.902,3.929656611
Africa,2012,2017.014552,1147.177736,1117.771956,110.9523002,0.994443126,2.51563024,12.96743391,4.085024546
Africa,2013,2090.719525,1170.253779,1129.61167,117.6388464,0.78891014,3.593447303,14.10599837,4.4308941
Africa,2014,2123.774249,1241.319161,1183.122059,123.7267948,1.93770017,5.060072834,13.79399967,5.521055906
Africa,2015,2197.003236,1324.946863,1117.560296,120.1678361,3.592173384,8.910686283,12.237,7.191202122
Africa,2016,2214.010136,1370.919079,1187.789696,116.7188052,5.12019689,11.17637067,15.026,7.281251193
Africa,2017,2229.898823,1449.80345,1187.481281,125.8165222,6.902446607,12.4577741,14.193,7.653766329
Africa,2018,2271.58872,1540.247786,1167.454926,133.140498,8.295433824,14.77072335,11.58,8.097891299
Africa,2019,2299.14435,1553.384218,1199.230132,137.2155108,10.90690156,18.85772913,13.596,8.22808243
Africa,2020,1996.292057,1529.68159,1141.118619,142.5749961,12.40778213,21.78984307,15.55908394,8.068135119
Algeria,1965,15.40525194,7.4305,0.8141,0.4,0,0,0,0
Algeria,1966,20.27270528,7.71925,0.79084,0.355,0,0,0,0
Algeria,1967,18.94203111,7.48825,0.60476,0.41,0,0,0,0
Algeria,1968,20.16730139,7.87325,0.63965,0.563,0,0,0,0
Algeria,1969,21.30593,10.3516875,0.8141,0.361,0,0,0,0
Algeria,1970,24.34768083,9.730875,0.96529,0.58,0,0,0,0
Algeria,1971,27.44005028,11.0495,0.26749,0.33,0,0,0,0
Algeria,1972,30.12141417,12.830125,0.2326,0.495,0,0,0,0
Algeria,1973,32.900345,17.8591875,0.26749,0.752,0,0,0,0
Algeria,1974,36.54384083,20.6745,0.22097,0.497,0,0,0,0
Algeria,1975,40.6306675,28.49,0.27912,0.328,0,0,0,0
Algeria,1976,46.7177325,33.6875,0.54661,0.389,0,0,0,0
Algeria,1977,52.80649361,35.90125,0.70943,0.269,0,0,0,0
Algeria,1978,54.60794472,57.65375,0.36053,0.25,0,0,0,0
Algeria,1979,65.31861722,81.52375,0.83736,0.291,0,0,0,0
Algeria,1980,66.20243,109.43625,0.74432,0.257,0,0,0,0
Algeria,1981,71.32307278,142.2575,0.52335,0.366,0,0,0,0
Algeria,1982,75.57341778,161.41125,9.71105,0.479,0,0,0,0
Algeria,1983,84.89242111,176.715,8.66435,0.235,0,0,0,0
Algeria,1984,94.00200639,155.25125,9.60638,0.452,0,0,0,0
Algeria,1985,96.55380306,153.8075,10.02506,0.646,0,0,0,0
Algeria,1986,98.02125417,168.4375,10.29255,0.25,0,0,0,0
Algeria,1987,99.10052389,172.2875,12.30454,0.499,0,0,0,0
Algeria,1988,99.17259861,194.13625,11.57185,0.183,0,0,0,0
Algeria,1989,103.9366611,182.6825,9.78083,0.226,0,0,0,0
Algeria,1990,111.8116158,195.09875,7.66417,0.135,0,0,0,0
Algeria,1991,110.6277861,192.6925,7.9084,0.293,0,0,0,0
Algeria,1992,111.2926556,198.94875,9.39704,0.199,0,0,0,0
Algeria,1993,110.7548767,178.54375,7.65254,0.353,0,0,0,0
Algeria,1994,106.0508958,188.16875,7.2106,0.166,0,0,0,0
Algeria,1995,103.1422828,202.22125,7.2106,0.193,0,0,0,0
Algeria,1996,98.42207972,207.7075,3.39596,0.135,0,0,0,0
Algeria,1997,97.64341944,194.04,5.95456,0.075,0,0,0,0
Algeria,1998,100.6587481,200.68125,6.37324,0.215,0,0,0,0
Algeria,1999,98.89834583,205.10875,6.82681,0.203,0,0,0,0
Algeria,2000,103.1324797,191.0129375,5.64055,0.054,0,0,0,0
Algeria,2001,106.7753339,197.322125,6.5128,0.069,0,0,0,0
Algeria,2002,118.3972297,194.838875,8.54805,0.057,0,0,0,0
Algeria,2003,123.1741181,205.9316875,7.04778,0.265,0,0,0,0
Algeria,2004,128.7468303,211.8991875,8.40849,0.251,0,0,0,0
Algeria,2005,134.213385,223.559875,6.90822,0.5553,0,0,0,0
Algeria,2006,139.8457208,228.4975,10.25766,0.2176,0,0,0,0
Algeria,2007,156.3899964,233.8068144,8.80391,0.226,0,0,0,0
Algeria,2008,169.9158964,244.041875,8.80391,0.283,0,0,0,0
Algeria,2009,180.1344294,262.117625,5.65218,0.342,0,0,0,0
Algeria,2010,181.6119161,253.27225,3.6053,0.173,0.0091,0,0,0
Algeria,2011,192.2276531,267.969625,3.19825,0.378,0.01811875,0,0,0
Algeria,2012,204.3952678,298.74075,3.39596,0.389,0.026723014,0,0,0
Algeria,2013,213.576385,321.215125,1.83754,0.099,0.0286,0,0,0
Algeria,2014,221.9251528,360.91825,2.08177,0.193,0.06,0.001,0,0
Algeria,2015,236.1484833,379.225,1.54679,0.145,0.058,0.019,0,0
Algeria,2016,229.5638514,385.9625,0.56987,0.072,0.245,0.019052055,0,0
Algeria,2017,225.5121158,394.625,2.11666,0.056,0.504,0.019,0,0
Algeria,2018,229.3377981,434.0875,5.815,0.117,0.603,0.01,0,0
Algeria,2019,237.0030956,451.4125,4.80319,0.152,0.615,0.01,0,0
Algeria,2020,201.2548511,430.815,4.80319,0.05,0.6,0.008,0,0
Argentina,1965,275.2402817,41.234,8.455049167,1.225,0,0,0,0
Argentina,1966,283.8862781,44.6572,6.971818333,1.241,0,0,0,0
Argentina,1967,290.7273017,46.69945,7.840396944,1.271,0,0,0,0
Argentina,1968,296.7711617,51.999575,7.619035278,1.498,0,0,0,0
Argentina,1969,307.9790344,51.805075,9.12217,1.344,0,0,0,0
Argentina,1970,278.4058394,58.5445,11.72259833,1.555,0,0,0,0.047540991
Argentina,1971,296.4877342,63.202775,10.27754194,1.544,0,0,0,0.049864614
Argentina,1972,295.1728381,70.924425,8.651295,1.504,0,0,0,0.064353152
Argentina,1973,297.2387992,80.707775,9.496521944,2.994,0,0,0,0.049042434
Argentina,1974,297.0972267,85.4244,11.82592194,5.028,0,0,1.036,0.050067671
Argentina,1975,281.2694303,87.525,11.51094028,5.201,0,0,2.517,0.054922642
Argentina,1976,290.1952764,98.51425,11.64258528,5.013,0,0,2.572,0.050202792
Argentina,1977,305.6309725,102.8905,11.00850306,5.766,0,0,1.637,0.053855108
Argentina,1978,297.2691469,100.07025,13.41919528,7.752,0,0,2.896,0.054136662
Argentina,1979,319.8497486,102.8905,12.50167389,10.66,0,0,2.692,0.084393763
Argentina,1980,296.9779736,112.12925,11.14458972,15.144,0,0,2.34,0.086251568
Argentina,1981,278.5659058,117.18625,10.56046722,14.685,0,0,2.816,0.0747225
Argentina,1982,265.0183489,133.13525,10.66607611,17.593,0,0,1.87,0.095912465
Argentina,1983,268.7532136,143.152,9.679963333,18.419,0,0,3.405,0.137314784
Argentina,1984,255.6005861,152.39075,7.185223611,19.88,0,0,4.641,0.097392792
Argentina,1985,237.5202364,155.69725,10.59960583,20.646,0,0,5.766,0.103321614
Argentina,1986,249.7189631,168.2425,12.10934944,21.009,0,0,5.711,0.107078921
Argentina,1987,266.5530767,168.33975,13.43967278,21.841,0,0,6.465,0.108156823
Argentina,1988,268.3337414,196.6395,13.77234972,15.033,0,0,5.798,0.121116047
Argentina,1989,246.3207436,206.559,14.90276806,12.965,0,0,5.039,0.119376908
Argentina,1990,229.9596961,197.32025,12.26613222,17.876,0,0,7.281,0.106763284
Argentina,1991,240.2567117,200.9185,10.7940125,16.221,0,0,7.756,0.099600404
Argentina,1992,252.6929817,217.2565,12.16816361,19.77905051,0,0,7.081,0.101865495
Argentina,1993,247.7533108,229.41275,8.069987222,23.55547475,0,0,7.75,0.107438403
Argentina,1994,261.4820683,235.83125,7.065106944,27.97278788,0,0,8.235,0.119290038
Argentina,1995,259.5302825,262.47775,7.4141525,28.45812121,0,0,7.066,0.115592457
Argentina,1996,259.7977242,301.18325,7.766816111,25.94518182,0,0.009618,7.459,0.351397492
Argentina,1997,275.2863658,277.5515,6.127713889,33.0299596,0,0.014592,7.961,0.44563205
Argentina,1998,283.2721097,296.70975,8.237409444,32.42178788,0.000017,0.032541,7.453,0.463881203
Argentina,1999,286.9597606,314.701,9.885469444,26.53007071,0.000026,0.034781,7.106,0.650455143
Argentina,2000,264.8978394,322.96725,7.512647222,34.0340101,0.000036,0.034758,6.177,0.67501431
Argentina,2001,245.2950139,302.35025,6.156852222,41.90326263,0.000043,0.049361,7.059,0.60932585
Argentina,2002,232.8151744,294.37575,4.586296389,41.46705051,0.000047,0.073405,5.821,0.850248638
Argentina,2003,237.4220572,336.2905,5.593864722,39.08008081,0.000065,0.077954,7.566,1.014079858
Argentina,2004,254.6864461,368.09125,9.519819444,35.40287879,0.00007,0.072446,7.869,0.90029509
Argentina,2005,266.7581122,392.89,10.961645,39.35009091,0.000081,0.071719665,6.873,1.074072901
Argentina,2006,281.3517575,406.505,9.923820556,43.624,0.00009,0.06964,7.721,1.567410315
Argentina,2007,313.7455428,427.122,14.36036111,37.741,0.0001089,0.061593,7.254,1.575708696
Argentina,2008,317.0516533,431.88725,17.51606861,37.199,0.0001437,0.041951078,7.394,1.693536384
Argentina,2009,303.0577053,418.3555828,9.620938056,40.783,0.000076084,0.036831529,8.183,1.728756162
Argentina,2010,328.1579833,420.8741656,13.47208,40.543,0.00008589,0.025351606,7.21,2.01325481
Argentina,2011,340.0057697,438.3978869,14.61864528,39.641,0.001614,0.02659055,6.4,2.190205828
Argentina,2012,361.2563983,456.6420933,13.66918056,36.876,0.008172967,0.369861999,6.402,2.45382161
Argentina,2013,383.7835186,460.2768897,14.93930278,40.7,0.015074079,0.453354876,6.207,2.45735005
Argentina,2014,379.9156178,461.5497906,15.89171667,40.864,0.015944,0.619491,5.514,2.302025252
Argentina,2015,387.3086522,466.5256828,15.81412917,41.7709,0.014683,0.593334963,7.039,2.378258598
Argentina,2016,375.2942333,482.1001119,12.18864139,38.25439327,0.014273,0.547359,8.285,1.963408643
Argentina,2017,370.8971903,483.0002856,12.52528806,41.54297858,0.016417,0.611567,6.088,2.383654508
Argentina,2018,353.2107044,487.0423969,13.70914778,41.64786518,0.10813,1.412743,6.872,0.473010421
Argentina,2019,318.8111664,465.5947283,8.1239625,37.06678706,0.799697913,4.995966424,8.443,0.622944562
Argentina,2020,287.4443578,439.2985958,8.860226111,30.54359219,1.344340935,9.470297617,10.66242396,0.413941191
Asia Pacific,1965,1920.187261,56.23196778,2780.731447,156.0895546,0,0,0.025,1.644
Asia Pacific,1966,2190.441967,62.38925306,2931.512194,162.3118272,0,0,0.584,1.643
Asia Pacific,1967,2552.274572,71.39151194,2854.298672,152.8667474,0,0,0.629,1.424
Asia Pacific,1968,2918.12605,77.81803056,2896.733147,168.249119,0,0,1.044,1.577
Asia Pacific,1969,3389.417206,102.6004244,3250.187856,174.1638034,0,0,1.8067816,1.608
Asia Pacific,1970,3940.350597,142.3247253,3631.138589,180.7100104,0,0,5.8891424,1.776704
Asia Pacific,1971,4381.147419,169.5509092,3886.852383,199.2820798,0,0,9.0308814,1.754611
Asia Pacific,1972,4717.656914,196.4152639,4036.591242,205.116013,0,0,10.606947,1.785591
Asia Pacific,1973,5366.534089,242.4114608,4134.1764,194.011624,0,0,12.0404432,1.834998
Asia Pacific,1974,5331.726044,302.3359214,4234.736278,217.9046095,0,0,22.0280238,2.496269105
Asia Pacific,1975,5306.770397,351.2437467,4557.451228,232.4442504,0,0,27.8782862,2.654334368
Asia Pacific,1976,5643.635994,406.0529114,4665.680858,233.2533699,0,0,37.2521292,2.587064579
Asia Pacific,1977,5932.813136,499.8471169,4975.578106,227.038314,0,0,34.0082302,2.622443474
Asia Pacific,1978,6301.567853,599.6766681,5219.295661,237.0464094,0,0,66.738046,2.917471368
Asia Pacific,1979,6463.623306,685.4793231,5472.163028,256.9818747,0,0,82.2736382,3.712920421
Asia Pacific,1980,6127.366589,735.7758756,5784.005814,273.4472188,0,0,96.7950508,5.173433158
Asia Pacific,1981,5959.108447,743.9332625,5975.036081,289.7296902,0,0,104.0191674,7.071965421
Asia Pacific,1982,5798.668978,773.78874,6185.451722,282.6671874,0,0,121.6514556,15.95189475
Asia Pacific,1983,5855.894347,854.4700425,6548.070175,299.3413708,0,0,145.5096622,18.06780657
Asia Pacific,1984,6066.531417,999.6436919,7115.32005,299.406694,0,0,175.0157916,19.74213741
Asia Pacific,1985,6021.54825,1086.390031,7676.915744,320.0446134,0,0,209.9467762,20.79148751
Asia Pacific,1986,6246.32025,1186.077413,7972.320025,328.1591022,0,0,226.16808,21.68989005
Asia Pacific,1987,6451.111333,1259.013623,8546.442419,326.8912812,0,0,266.6734152,22.00974994
Asia Pacific,1988,7008.652503,1342.710006,9157.763008,361.7862617,0,0,250.9199886,23.82670473
Asia Pacific,1989,7443.342814,1409.274786,9570.236289,388.0435299,0,0,265.5964838,26.24333903
Asia Pacific,1990,7890.290892,1520.190413,9775.451658,399.2715428,0.004,0.032323232,287.1385048,22.33408198
Asia Pacific,1991,8225.419575,1667.939321,10176.3019,410.5242724,0.00945,0.122000909,306.127962,22.83825194
Asia Pacific,1992,8783.481203,1781.317944,10529.56004,401.5246502,0.0276,0.22047404,314.3659846,23.00633425
Asia Pacific,1993,9163.349567,1866.571347,11082.44564,440.2869206,0.0431,0.311836667,348.4297924,22.89851394
Asia Pacific,1994,9701.833539,2031.96981,11635.26827,443.2981976,0.0534,0.583588081,372.0585378,26.37097959
Asia Pacific,1995,10384.906,2128.460815,11910.25589,483.4344319,0.070660101,1.121601313,410.2016684,30.90213872
Asia Pacific,1996,10894.61853,2323.740708,12432.23821,473.4094407,0.098160606,0.991205066,431.27951,31.45602397
Asia Pacific,1997,11417.95743,2510.746723,12489.18891,475.8946677,0.147015452,1.213950041,459.452648,34.93782766
Asia Pacific,1998,11128.71209,2567.811709,12476.94596,506.6742947,0.202918856,1.489550167,478.3517351,37.54185188
Asia Pacific,1999,11641.61366,2772.913458,12857.52553,500.2429652,0.286266606,2.053249006,486.4709344,41.20269497
Asia Pacific,2000,11953.45506,2984.283972,13345.18639,521.6528876,0.428484426,2.56394698,500.0392753,44.60806485
Asia Pacific,2001,12038.12918,3166.662208,13958.59073,570.4635729,0.608506426,3.517409418,506.6039518,45.24425452
Asia Pacific,2002,12393.47667,3313.420097,15027.16417,578.9087814,0.829111425,4.067013247,519.2896707,47.07413449
Asia Pacific,2003,12892.26366,3588.41105,17165.07594,594.3543015,1.116570608,5.340875855,462.02941,49.24454746
Asia Pacific,2004,13669.89951,3802.256836,19317.32373,699.1522028,1.463785013,9.1866934,530.210443,53.02552883
Asia Pacific,2005,13710.20783,4084.769525,21956.02237,727.9606312,1.852540528,12.01919361,553.1420954,60.19216537
Asia Pacific,2006,14018.0248,4395.146728,23642.80389,801.697905,2.29110778,18.56980713,567.9177098,64.50055645
Asia Pacific,2007,14482.85211,4733.922283,25616.3761,852.1739291,2.748389875,24.60313141,544.7646746,71.1346546
Asia Pacific,2008,14439.65281,5037.243986,26329.33997,997.7769593,3.330039168,36.0798946,528.9005726,78.9708115
Asia Pacific,2009,14547.38245,5156.418522,27183.12734,968.0869271,4.382369759,54.84797828,553.402872,87.28922991
Asia Pacific,2010,15502.93118,5755.561286,28428.53417,1097.622159,6.73715687,81.48419655,582.9454167,99.38898179
Asia Pacific,2011,15961.12981,6207.120058,30513.81103,1117.742583,12.15284375,113.5510876,483.1317975,108.7470051
Asia Pacific,2012,16649.64625,6619.577622,31166.56106,1261.911788,17.52820574,147.7235801,342.9137212,117.6274048
Asia Pacific,2013,16912.29208,6860.631794,31996.74358,1367.364304,32.32084555,188.4721434,344.0980171,129.5574817
Asia Pacific,2014,17143.89534,7060.499258,32394.47069,1521.930169,62.82208136,214.2726871,371.3687621,148.0775123
Asia Pacific,2015,17916.63611,7163.782572,32241.41986,1565.604681,95.346154,243.0600532,419.7487304,165.5571168
Asia Pacific,2016,18587.43261,7333.024281,32193.87453,1628.172172,141.5306366,311.2076135,467.701052,170.8474133
Asia Pacific,2017,19140.89748,7725.9257,32657.8625,1671.439055,219.8052652,387.0977782,493.5771006,197.4444286
Asia Pacific,2018,19452.12241,8297.327564,33415.99833,1711.995847,309.1100675,461.9517581,553.5930727,221.8257512
Asia Pacific,2019,19630.96031,8581.197775,33992.20092,1791.4782,392.0389961,509.3683071,646.9147353,247.8146462
Asia Pacific,2020,18522.62694,8615.945644,33603.51708,1847.216313,470.2983146,572.6361061,654.7812054,279.0733629
Australia,1965,200.0193586,0.029475,202.0277778,7.689756,0,0,0,0.296
Australia,1966,214.0475519,0.0393,209.3888889,7.3450428,0,0,0,0.284
Australia,1967,234.3877667,0.0393,215.25,7.6057874,0,0,0,0.29
Australia,1968,255.2849878,0.304575,221.6944444,7.9505006,0,0,0,0.282
Australia,1969,262.4481239,4.1265,229.2777778,8.684121,0,0,0,0.281
Australia,1970,290.1954217,17.30397472,231.6944444,10.170687,0,0,0,0.261
Australia,1971,305.5445647,25.82667944,232.5694444,11.5074428,0,0,0,0.263
Australia,1972,311.0333556,37.07426278,242.9305556,11.5533144,0,0,0,0.28
Australia,1973,331.8929542,47.0688,252.9861111,12.2858392,0,0,0,0.338
Australia,1974,351.7351633,53.70199028,264.0694444,13.8739202,0,0,0,0.429
Australia,1975,348.1045194,57.66997056,272.5416667,14.8878016,0,0,0,0.489
Australia,1976,355.8214853,68.0772175,281.7916667,14.1538588,0,0,0,0.484
Australia,1977,372.6007575,77.76843778,294.1805556,13.5439502,0,0,0,0.429
Australia,1978,380.9466936,83.72538056,301.8611111,14.6753494,0,0,0,0.405
Australia,1979,385.9148036,96.37518278,315.5416667,14.2460556,0,0,0,0.418
Australia,1980,367.7676125,110.6658792,324.7638889,13.4665978,0,0,0,0.385
Australia,1981,362.4183244,119.9443897,333.1388889,13.8663438,0,0,0,0.404
Australia,1982,356.8491728,116.9808353,336.6805556,12.770334,0,0,0,0.516
Australia,1983,320.0834781,127.0748206,336.5555556,12.123648,0,0,0,0.431
Australia,1984,330.9789436,125.3172639,355.9027778,13.1259488,0,0,0,0.441
Australia,1985,332.8008267,133.9526233,368.1388889,13.9405106,0,0,0,0.456
Australia,1986,328.1470436,146.3292814,377.4861111,14.0257988,0,0,0,0.46
Australia,1987,336.669905,149.3945908,393.3611111,13.613796,0,0,0,0.47
Australia,1988,351.9731064,152.9933956,413.7638889,14.3344436,0,0,0,0.731
Australia,1989,366.5161922,166.8756414,433.9583333,14.253669,0,0,0,0.81
Australia,1990,374.8595836,167.7594772,444.3472222,14.7595,0,0,0,0.7595
Australia,1991,362.6208303,160.8210097,453.2638889,15.6535,0.00545,0,0,0.7195
Australia,1992,370.5469464,166.3695703,455.9583333,15.9415,0.0121,0,0,0.67
Australia,1993,382.0519269,172.4934331,458.8888889,16.387,0.0146,0.002,0,0.67
Australia,1994,395.5891717,191.5665675,468.2638889,16.15,0.0174,0.0055,0,0.6965
Australia,1995,427.7775011,193.4156922,484.1666667,15.631,0.02115,0.007,0,0.8255
Australia,1996,439.0154078,194.8266325,503.9583333,15.9685,0.0256,0.007,0,0.9465
Australia,1997,446.0578492,191.3050511,529.4583333,15.9525,0.03065,0.0075,0,0.997
Australia,1998,445.9702453,196.9532064,553.0833333,15.798,0.0356,0.018,0,1.081
Australia,1999,456.1539689,201.7405367,587.3693572,16.2815,0.0406,0.043,0,1.1335
Australia,2000,455.9815808,205.5507953,591.5835925,16.4665,0.04675,0.134,0,0.8895
Australia,2001,457.0853453,221.6931911,585.6118881,16.1235,0.05415,0.287,0,0.7975
Australia,2002,461.9748136,228.1481706,598.7945456,16.095,0.0583,0.53355,0,1.2668
Australia,2003,460.2599161,229.9428928,615.944215,16.21055,0.0632,0.70405,0,1.6918
Australia,2004,471.2957131,234.5360094,641.8300981,15.68665,0.07295,0.795,0,2.81525
Australia,2005,477.4427472,232.5898231,638.1289183,15.4657,0.08405,1.29905,0,3.871
Australia,2006,493.1807397,259.4306308,655.4123628,14.9451,0.0975,2.1621,0,3.9325
Australia,2007,501.1971608,290.198155,649.7283742,13.04895,0.11375,2.8521,0,4.275
Australia,2008,502.4471792,285.3495794,677.2207775,11.81515,0.1392,3.45845,0,3.6961
Australia,2009,489.9776222,291.3643431,654.7894253,12.64205,0.29024203,4.43775,0,2.7868
Australia,2010,495.8957192,317.064265,607.3280169,13.746,0.97764828,4.985,0,2.44155
Australia,2011,521.5535106,327.9373292,591.9920503,19.572,2.04454657,6.432,0,2.57395
Australia,2012,540.07755,329.6105136,554.3980492,17.036,2.412,7.725,0,3.09785
Australia,2013,556.7232014,346.7392047,526.1758269,19.089,3.8474,9.259,0,3.33165
Australia,2014,558.0244103,372.2093342,521.8194986,14.484,4.952,9.777,0,3.546362
Australia,2015,554.1516117,387.9579644,540.3506914,14.08659847,6.195524404,11.83300209,0,3.678061995
Australia,2016,556.3233956,378.7089328,539.9964597,17.6294521,7.439775697,13.03970488,0,3.627512928
Australia,2017,581.6431933,371.1438167,521.4530417,13.49974762,8.91755657,13.21079043,0,3.561683859
Australia,2018,590.7440261,358.2620619,508.7676706,17.33836109,12.33254445,16.26195432,0,3.58814896
Australia,2019,585.7035222,420.9097092,487.2953556,14.1138688,18.2969867,19.47168808,0,3.467726188
Australia,2020,508.2774244,408.9859631,469.0946056,14.5346444,23.84266127,22.6068918,0,3.410424136
Austria,1965,65.29747472,17.52864694,59.11489972,16.083,0,0,0,0
Austria,1966,71.78885833,18.82103417,56.46759639,17.331,0,0,0,0
Austria,1967,76.54811194,18.03168361,53.45090194,17.698,0,0,0,0
Austria,1968,88.46606722,19.22896972,52.77368472,18.185,0,0,0,0
Austria,1969,97.22599444,23.32915694,51.93639806,16.718,0,0,0,0
Austria,1970,107.0436464,28.29800222,55.85416667,21.2897,0,0,0,0
Austria,1971,119.6070261,32.50664667,51.23361111,16.8201,0,0,0,0
Austria,1972,129.1228742,35.1297525,46.45388889,17.2876,0,0,0,0
Austria,1973,139.9278111,38.61119917,46.16972222,19.2092,0,0,0,0
Austria,1974,125.2276789,41.85197,48.72277778,22.7122,0,0,0,0
Austria,1975,126.5592581,41.80161889,42.34055556,23.7952,0,0,0,0
Austria,1976,137.4113308,47.6101125,45.06,20.5656,0,0,0,0
Austria,1977,131.5865406,48.52033778,37.80027778,24.9208,0,0,0,0
Austria,1978,141.5696969,50.46823861,38.40222222,24.9408,0,0,0,0
Austria,1979,147.4087608,50.04036639,41.68611111,28.0968,0,0,0,0
Austria,1980,143.8874489,48.07397639,42.83472222,29.1099,0,0,0,0
Austria,1981,130.6308858,45.82409778,43.85,30.8473,0,0,0,0
Austria,1982,123.9007911,44.355265,41.70555556,30.8963,0,0,0,0
Austria,1983,120.0797844,45.25705944,44.65583333,30.6063,0,0,0,0
Austria,1984,116.7984647,50.38988889,50.88638889,26.849564,0,0,0,0
Austria,1985,116.9859242,53.99160444,50.815,30.775146,0,0,0,0
Austria,1986,123.2182992,52.421265,45.3025,30.903927,0,0,0,1.287501
Austria,1987,126.860345,54.68577833,44.93944444,35.387991,0,0,0,0.905816
Austria,1988,125.9779717,52.38502917,43.03388889,35.304088,0,0,0,1.04696
Austria,1989,124.2222056,56.25981972,43.22805556,35.08243,0,0,0,1.10445
Austria,1990,128.6996847,61.93490333,47.64055556,31.509,0,0,0,1.142485
Austria,1991,138.9046947,65.66419139,49.97222222,31.4434,0,0,0,1.225832
Austria,1992,135.2269006,64.48223417,38.88202444,34.8484,0,0,0,1.329164
Austria,1993,136.3634044,67.81245139,34.95875028,36.705556,0.001,0,0,1.361111
